Job Title,Company,Location,Date Posted,Job Type,Category
Software Engineer (Python),Match Made Tech,"San Francisco, CA",11/13/2023,Software Engineer,CS
SOFTWARE ENGINEER,University of Washington,"Seattle, WA",11/08/2023,Software Engineer,CS
Full Stack Software Engineer,"Ascend Analytics, LLC","Boulder, CO",11/15/2023,Software Engineer,CS
"Software Development Engineer, Dojo",Tesla,"Palo Alto, CA",11/10/2023,Software Engineer,CS
Python Engineer,ZONTAL Inc,"Provo, UT",11/08/2023,Software Engineer,CS
Senior Software Engineer,Entrata,Remote,11/28/2023,Software Engineer,CS
Composites Customer and Application Development Engineer,ExxonMobil,"Baytown, TX",11/28/2023,Software Engineer,CS
Software Engineer,"Globus Medical, Inc.","Methuen, MA",11/29/2023,Software Engineer,CS
Sr. Software Engineer,Nylas,"San Francisco, CA",11/29/2023,Software Engineer,CS
Software Engineer II,MGM Resorts International,Nevada,11/29/2023,Software Engineer,CS
Software Engineer,Kudu Dynamics LLC,"Chantilly, VA",11/29/2023,Software Engineer,CS
Software Engineer,UPMC,"Pittsburgh, PA",11/29/2023,Software Engineer,CS
Associate Software Engineer,T. Rowe Price,"Owings Mills, MD",11/29/2023,Software Engineer,CS
"Principal Software Engineer, Backend",Capillary Technologies,Remote,11/29/2023,Software Engineer,CS
Software Engineering - Sr Engineer,FICO,"Bozeman, MT",11/29/2023,Software Engineer,CS
Software Engineer,JPMorgan Chase & Co,"Plano, TX",11/29/2023,Software Engineer,CS
Scientific Software Engineer,Cogent Biosciences,"Boulder, CO",11/29/2023,Software Engineer,CS
Software Engineer,HP,"Vancouver, WA",11/29/2023,Software Engineer,CS
Embedded Software Engineer,Tree Top Staffing LLC,Remote,11/29/2023,Software Engineer,CS
Lead Software Engineer,Acumen LLC,Remote,11/29/2023,Software Engineer,CS
Software Engineer Tester,Outsell Corporation,United States,11/29/2023,Software Engineer,CS
Software Engineer,Settle,Remote,11/29/2023,Software Engineer,CS
Software Engineer,Recidiviz,Remote,11/29/2023,Software Engineer,CS
Framework Software Engineer,Parsons,"Herndon, VA",11/29/2023,Software Engineer,CS
Quantitative Software Developer,LSEG (London Stock Exchange Group),"New York, NY",11/29/2023,Software Engineer,CS
Snr. Backend Software Engineer,Doowii,Remote,11/29/2023,Software Engineer,CS
Frontend Software Engineer,Resourcely,Remote,11/29/2023,Software Engineer,CS
Associate Software Engineer,bioMerieux SA,"Hazelwood, MO",11/29/2023,Software Engineer,CS
Software Engineer,Kernel Trading Technologies LP,"Chicago, IL",11/29/2023,Software Engineer,CS
"Software Engineer - Bachelor's Degree (Santa Clara, CA)",Applied Materials,"Santa Clara, CA",11/29/2023,Software Engineer,CS
Software Engineer,Gen Digital,"Tempe, AZ",11/29/2023,Software Engineer,CS
Software Engineer,Johns Hopkins Health Plans,"Hanover, MD",11/29/2023,Software Engineer,CS
Software Engineer,Hyperproof,Remote,11/29/2023,Software Engineer,CS
"Software Developer II - Experian Health - C# & .NET, 100% REMOTE (work from anywhere in the US!)",Experian,United States,11/29/2023,Software Engineer,CS
Software Engineer II - Remote,Akamai,Remote,11/29/2023,Software Engineer,CS
Senior Staff Software Engineer,EarnIn,Remote,11/29/2023,Software Engineer,CS
Software Engineer - Mobile,Kikoff,"San Francisco, CA",11/29/2023,Software Engineer,CS
Junior Software Developer (Python) (Hybrid Remote),Reli.,"Los Angeles, CA",11/28/2023,Software Engineer,CS
Software Engineer,Promise,"Arlington, VA",11/28/2023,Software Engineer,CS
"Staff Software Engineer, Backend - Platform",Coinbase,Remote,11/28/2023,Software Engineer,CS
Entry Level Software Engineer,Groe Advisors,"Woburn, MA",11/28/2023,Software Engineer,CS
"Senior Software Engineer, Back End",Metropolis,"New York, NY",11/28/2023,Software Engineer,CS
Java Developer (Junior Level),Baer Group,"Washington, DC",11/28/2023,Software Engineer,CS
Software Engineer - Test,Fanatics,Remote,11/28/2023,Software Engineer,CS
Sr. Staff / Staff Software Engineer,Fanatics,"Boulder, CO",11/28/2023,Software Engineer,CS
Back-End Software Engineer,Guardian Agriculture,"Woburn, MA",11/28/2023,Software Engineer,CS
"Software Engineer, Menu & Location",sweetgreen,"Los Angeles, CA",11/28/2023,Software Engineer,CS
Software Engineer I,Electronic Arts,"Orlando, FL",11/28/2023,Software Engineer,CS
Gameplay Software Engineer - The Sims,Electronic Arts,"Austin, TX",11/28/2023,Software Engineer,CS
Software Engineer,Nihon Kohden,"Irvine, CA",11/28/2023,Software Engineer,CS
Software Engineer (Developer) - PYTHON (REMOTE),Myriad Genetics Inc.,"Salt Lake City, UT",11/28/2023,Software Engineer,CS
Software Engineer,NICE Systems,"Sandy, UT",11/28/2023,Software Engineer,CS
Software Engineer,DocuSign,"San Francisco, CA",11/28/2023,Software Engineer,CS
Software Engineer (Remote),Community Brands,Remote,11/28/2023,Software Engineer,CS
Software Development Engineer,PerkinElmer,Remote,11/27/2023,Software Engineer,CS
Associate Software Engineer,"Amplify Education, Inc.",Remote,11/27/2023,Software Engineer,CS
Junior Software Developer,Baytech Consulting,Remote,11/27/2023,Software Engineer,CS
Entry Level Software Engineer,Reynolds and Reynolds,"Tallahassee, FL",11/27/2023,Software Engineer,CS
Sr. Software Engineer,Oracle,United States,11/27/2023,Software Engineer,CS
Software Development Engineer in Test I,Adaptive Biotechnologies,Remote,11/27/2023,Software Engineer,CS
Frontend Dev - NextJS,Photon,United States,11/27/2023,Software Engineer,CS
Staff Software Engineer (Remote),Home Depot / THD,"Marietta, GA",11/27/2023,Software Engineer,CS
Software Engineer II,Jamf,Remote,11/27/2023,Software Engineer,CS
Software Engineer,Edmunds.com,"Santa Monica, CA",11/27/2023,Software Engineer,CS
Mid-Level Software Engineer,"Sentrics, Inc.",Remote,11/27/2023,Software Engineer,CS
"Software Engineer, Backend",Notion,"San Francisco, CA",11/27/2023,Software Engineer,CS
Software Engineer – Software Products (Multiple Openings),Schweitzer Engineering Laboratories,"Round Rock, TX",11/27/2023,Software Engineer,CS
Frontend Engineer,Drivetrain AI,Remote,11/26/2023,Software Engineer,CS
Software Developer,Tigongolfcarts,"Hatfield, PA",11/25/2023,Software Engineer,CS
"Software Developer I, II, Sr",Valley Medical Center,"Renton, WA",11/24/2023,Software Engineer,CS
Software Dev Engineer (Part-Time),WagerLab,Remote,11/24/2023,Software Engineer,CS
Software Engineer,GDI,Texas,11/23/2023,Software Engineer,CS
Software Developers (Jr. Level),24X7SYSTEMS,"Alpharetta, GA",11/23/2023,Software Engineer,CS
NetApp Emerging Talent - Software Engineer,NetApp,Remote,11/22/2023,Software Engineer,CS
Software Engineer,Webster Bank,"Stamford, CT",11/22/2023,Software Engineer,CS
Software Engineer,Vultr,Remote,11/22/2023,Software Engineer,CS
Software Engineer,Microsoft,"Redmond, WA",11/22/2023,Software Engineer,CS
Frontend Software Engineer,Hewlett Packard Enterprise,Texas,11/22/2023,Software Engineer,CS
Software Engineer L5 - Engineering Experiences,Netflix,Remote,11/21/2023,Software Engineer,CS
Software Engineer,"Dot Foods, Inc.","Mount Sterling, IL",11/21/2023,Software Engineer,CS
Software Developer I,Go8IT,"Charlotte, NC",11/21/2023,Software Engineer,CS
Software Engineer 1,Honeywell,"Phoenix, AZ",11/20/2023,Software Engineer,CS
Junior C++ Game Programmer,TapBlaze,"Los Angeles, CA",11/20/2023,Software Engineer,CS
Associate Software Engineer,L2L,Remote,11/16/2023,Software Engineer,CS
Software Engineer I - Summer 2024,Wayfair,"Boston, MA",11/16/2023,Software Engineer,CS
Full Stack Software Engineer (L5) - Security Posture Insights & Management,Netflix,Remote,11/15/2023,Software Engineer,CS
"Software Engineer, Backend",hims & hers,Remote,11/15/2023,Software Engineer,CS
Software Engineer,Home Depot / THD,"Columbus, OH",11/14/2023,Software Engineer,CS
Consulting Software Engineer,Oracle,"Broomfield, CO",11/14/2023,Software Engineer,CS
Associate Software Engineer,Integra Connect solutions,Remote,11/14/2023,Software Engineer,CS
"Software Engineer, Infrastructure",Facebook App,Remote,11/11/2023,Software Engineer,CS
Embedded Software Engineer - Functional Safety,Rinf,Remote,11/10/2023,Software Engineer,CS
SOFTWARE ENGINEER (REMOTE),Home Depot / THD,"Atlanta, GA",11/10/2023,Software Engineer,CS
Software Engineer,Nike,"Beaverton, OR",11/10/2023,Software Engineer,CS
Automation Software Engineer,iVisa.com,Remote,11/09/2023,Software Engineer,CS
Software Engineer - Early Career,Lockheed Martin Corporation,"King of Prussia, PA",11/08/2023,Software Engineer,CS
Software Engineer (L5) - TV User Interface,Netflix,Remote,11/07/2023,Software Engineer,CS
Software Engineer,Tree Top Staffing LLC,Remote,11/06/2023,Software Engineer,CS
Junior Software Engineer,San Data System,Remote,11/03/2023,Software Engineer,CS
Software Engineer (.NET),The Helper Bees,Remote,11/03/2023,Software Engineer,CS
Software Engineer (JavaScript),"Mosaic Learning, Inc.",Remote,10/28/2023,Software Engineer,CS
3D Software Engineer,BayOne,California,10/27/2023,Software Engineer,CS
Software Engineer - Mid (NE),BayOne,"San Francisco, CA",10/27/2023,Software Engineer,CS
Sr. Software Engineer,BayOne,California,10/27/2023,Software Engineer,CS
Full Stack Developer,Society of Scholars,Remote,10/26/2023,Software Engineer,CS
Software Engineer L4 - Growth Experiences,Netflix,Remote,10/19/2023,Software Engineer,CS
Junior Software Engineer,Medsphere,United States,10/17/2023,Software Engineer,CS
Clinical Statistician,RevereIT,Remote,11/29/2023,Data Scientist,DS
Data Scientist,Verizon,"Basking Ridge, NJ",11/28/2023,Data Scientist,DS
Data Science Opportunities,Intuit,"San Diego, CA",11/17/2023,Data Scientist,DS
AI/Data Scientist,Beckman Coulter Diagnostics,"Brea, CA",11/22/2023,Data Scientist,DS
Data Science Manager - Hired Signal,Indeed,Remote,11/22/2023,Data Scientist,DS
Senior Data Scientist,Iron EagleX,"Hurlburt Field, FL",11/28/2023,Data Scientist,DS
"Research Data Scientist, Junior",Booz Allen Hamilton,"Washington, DC",11/20/2023,Data Scientist,DS
"Data Scientist (Python, LLM, NLP, GenAI)",Citeline,Remote,11/16/2023,Data Scientist,DS
Data Scientist,Phreesia Payment Services,Remote,11/14/2023,Data Scientist,DS
Data Scientist,Ascension,"Glendale, WI",11/28/2023,Data Scientist,DS
Sr. Data Scientist,CURO Financial Technologies Corp,United States,11/27/2023,Data Scientist,DS
Applied AI Engineer - Remote,Reality Defender,Remote,11/28/2023,Data Scientist,DS
Data Scientist,rds,Remote,11/16/2023,Data Scientist,DS
Senior Data Scientist,Houzz,Remote,11/09/2023,Data Scientist,DS
"Senior Data Scientist, Financial Crimes (Cash App)",Block,"Seattle, WA",11/29/2023,Data Scientist,DS
"Senior Data Scientist, Product Growth",Jerry,Indiana,11/24/2023,Data Scientist,DS
Data Engineer – AI Applications,HP,Washington State,11/29/2023,Data Scientist,DS
Data Scientist,Thalo Labs,"Brooklyn, NY",11/16/2023,Data Scientist,DS
Senior Data Scientist,CVS Health,"Albany, NY",11/22/2023,Data Scientist,DS
Senior Data Scientist - Demand Forecasting,Hypersonix,"San Jose, CA",11/29/2023,Data Scientist,DS
Data Scientist - Supply Chain/Logistics,Trail Blazer,"Houston, TX",11/29/2023,Data Scientist,DS
Research Data Scientist - Tatonetti Lab,CEDARS-SINAI,"West Hollywood, CA",11/23/2023,Data Scientist,DS
Data Scientist,TekValue IT Solutions,Remote,10/31/2023,Data Scientist,DS
"Data Scientist Analyst / Orlando, FL",Lockheed Martin Corporation,"Orlando, FL",11/27/2023,Data Scientist,DS
Data Scientist,Distributed Solar Development,"New York, NY",10/31/2023,Data Scientist,DS
Data Scientist,Pacaso,Remote,10/16/2023,Data Scientist,DS
"Data Scientist, DentaQuest",DentaQuest,"Wellesley Hills, MA",11/15/2023,Data Scientist,DS
Staff Data Scientist,Classy,"San Diego, CA",11/16/2023,Data Scientist,DS
Data Scientist,Allen Integrated Solutions,"Tampa, FL",11/22/2023,Data Scientist,DS
Data Scientist Health Equity,MEDSTAR HEALTH,"Columbia, MD",11/27/2023,Data Scientist,DS
Data Scientist,"Progyny, Inc","New York, NY",11/20/2023,Data Scientist,DS
"Staff Data Scientist, Performance",Afresh,Remote,11/07/2023,Data Scientist,DS
Senior Data Science Engineer (Hybrid),BASF Corporation,"Freeport, TX",11/29/2023,Data Scientist,DS
"Data Scientist III, Product",Google,"Austin, TX",11/22/2023,Data Scientist,DS
Senior Data Scientist,The Clorox Company,"Pleasanton, CA",11/27/2023,Data Scientist,DS
AI Engineer/Data Scientist,TMPI,"Minneapolis, MN",11/26/2023,Data Scientist,DS
Data Scientist,DT Professional Services,"Fairfax, VA",11/28/2023,Data Scientist,DS
Data Scientist,ABN Tech Corp,"Woodland Hills, CA",11/13/2023,Data Scientist,DS
LTD Data Scientist - Returnship,INTEL,Remote,11/18/2023,Data Scientist,DS
"Data Scientist (Springfield, MO)",American National Family of Companies,"Springfield, MO",11/28/2023,Data Scientist,DS
Data Scientist,Lirio,"Knoxville, TN",11/16/2023,Data Scientist,DS
Associate Data Scientist,Home Depot / THD,"Atlanta, GA",11/29/2023,Data Scientist,DS
Data Scientist,VidMob,Remote,11/07/2023,Data Scientist,DS
Senior Data Analyst,Capital One,"McLean, VA",11/21/2023,Data Scientist,DS
Data Scientist,"OnCorps, Inc.","Boston, MA",11/09/2023,Data Scientist,DS
Data Scientist,Reyes Holdings,"Rosemont, IL",11/22/2023,Data Scientist,DS
Data Scientist,Aura,"Boston, MA",11/16/2023,Data Scientist,DS
Sr. Data Scientist - ML/AI - REMOTE,McKesson,Remote,11/27/2023,Data Scientist,DS
"Senior Data Scientist, Financial Crimes (Cash App)",Afterpay,"Seattle, WA",11/28/2023,Data Scientist,DS
Data Scientist,IT Consulting Services,"Fairless Hills, PA",10/26/2023,Data Scientist,DS
Commercial Data Scientist III,Signature Flight Support,"Orlando, FL",11/09/2023,Data Scientist,DS
AI Frameworks Engineer,INTEL,Remote,11/23/2023,Data Scientist,DS
Data Scientist,Quiet Professionals LLC,"Tampa, FL",11/20/2023,Data Scientist,DS
"Staff Data Scientist, Product Analytics","Gusto, Inc.","Denver, CO",11/22/2023,Data Scientist,DS
Lead Data Scientist - Remote,Symetra Financial,Remote,11/16/2023,Data Scientist,DS
Predictive Data Analyst,Simio Cloud,"Westminster, CO",11/17/2023,Data Scientist,DS
Staff Data Scientist,Chime,"San Francisco, CA",10/31/2023,Data Scientist,DS
Data Scientist,Marchex Inc.,Remote,11/03/2023,Data Scientist,DS
Data Scientist,"Information Resources, Inc","Chicago, IL",11/27/2023,Data Scientist,DS
Data Scientist,NYC Health + Hospitals,"New York, NY",11/13/2023,Data Scientist,DS
Data Scientist,GTA (Global Technology Associates),"Reston, VA",11/21/2023,Data Scientist,DS
"Manager, Data Science - NLP",Capital One,"McLean, VA",11/29/2023,Data Scientist,DS
Senior Manager Data Science,Pfizer,"New York, NY",11/29/2023,Data Scientist,DS
Senior Urban Policy Data Analyst,TWC Global Solutions,Remote,11/28/2023,Data Scientist,DS
Senior Data Scientist,Mozilla,Remote,11/08/2023,Data Scientist,DS
Data Scientist (Computational Biologist),BigHat Biosciences,"San Mateo, CA",11/29/2023,Data Scientist,DS
Data Scientist,Knowesis,"Alexandria, VA",11/09/2023,Data Scientist,DS
Senior Data Analyst(SQL/Oracle),Tech Matrix Software Solutions Pvt. Ltd,"Warrendale, PA",11/29/2023,Data Scientist,DS
Data Scientist ll,RAC Brands,"Draper, UT",10/25/2023,Data Scientist,DS
Smart Trailer Advanced Analytics and Implementation Data Scientist,Phillips Connect,Remote,11/27/2023,Data Scientist,DS
Senior Data Scientist,General Mills,"Minneapolis, MN",10/31/2023,Data Scientist,DS
Data Scientist,REMEDI8,"Madison, WI",11/15/2023,Data Scientist,DS
Senior Data Analyst,UCLA,"Los Angeles, CA",11/29/2023,Data Scientist,DS
Principal Data Scientist,FRESENIUS,"Lexington, MA",11/29/2023,Data Scientist,DS
Data Scientist,Sbase Technology Inc.,Remote,11/07/2023,Data Scientist,DS
"Sr Data Scientist, Consumer Analytics",CVS Health,"Albany, NY",11/10/2023,Data Scientist,DS
Principal Data Scientist - US Card,Capital One,"McLean, VA",11/29/2023,Data Scientist,DS
"Senior Data Analyst, Medical Devices (Remote, US)","International Consulting Associates, Inc.",Remote,11/27/2023,Data Scientist,DS
Data Scientist,U.S. Department of Justice,"Huntsville, AL",11/22/2023,Data Scientist,DS
Data Science Manager,Verizon,"Alpharetta, GA",11/28/2023,Data Scientist,DS
Data Scientist,TMPC,"Tampa, FL",11/22/2023,Data Scientist,DS
Data Scientist,Planview Incorporated,"Austin, TX",11/22/2023,Data Scientist,DS
Sr. Data Analyst,BRIK Partners,"Texas City, TX",11/27/2023,Data Scientist,DS
Data Scientist,Merge API,"San Francisco, CA",10/19/2023,Data Scientist,DS
Senior Data Scientist,IBR (Imagine Believe Realize),Remote,11/22/2023,Data Scientist,DS
Payment Accuracy Data Mining Specialist 1,Cotiviti,Remote,11/29/2023,Data Scientist,DS
"Associate Scientist, Environmental Data Sciences",Universities Space Research Association,United States,11/10/2023,Data Scientist,DS
Senior Data Scientist,PerfectRec,"Washington, DC",11/09/2023,Data Scientist,DS
Senior Data Scientist - Retail Strategic Health Analytics,CVS Health,"Albany, NY",11/10/2023,Data Scientist,DS
Sr. Data Analyst,4urHires INC,"Atlanta, GA",11/27/2023,Data Scientist,DS
"Lead, Data Scientist","CivicPlus, LLC",Remote,11/16/2023,Data Scientist,DS
Sr. Data Scientist,University of Phoenix,"Phoenix, AZ",11/27/2023,Data Scientist,DS
Jr. Data Science Engineer,Tech Consulting,"Atlanta, GA",10/26/2023,Data Scientist,DS
Data Scientist - All Levels,Interclypse Inc,"Reston, VA",11/19/2023,Data Scientist,DS
"Data Scientist, Marketing",Asana,"San Francisco, CA",11/10/2023,Data Scientist,DS
Data Scientist,Excelsior University,"Albany, NY",11/14/2023,Data Scientist,DS
Senior Manager Data Science,Inclusively,Remote,11/29/2023,Data Scientist,DS
Data Scientist,TLN Worldwide Enterprises Inc,"Suffolk, VA",11/28/2023,Data Scientist,DS
"Real World Data Scientist, RWDA",Tempus,"Boston, MA",11/27/2023,Data Scientist,DS
Principal Business Data Scientist,Red Hat Software,"Raleigh, NC",11/27/2023,Data Scientist,DS
Data Writer,Insurify,"Cambridge, MA",11/15/2023,Data Scientist,DS
"Data Scientist & Visualization Specialist, Libraries",James Madison University,"Harrisonburg, VA",10/20/2023,Data Scientist,DS
Clinical Statistician,RevereIT,Remote,11/29/2023,Data Scientist,DS
Data Scientist,Digitas,"New York, NY",11/21/2023,Data Scientist,DS
Local to New York AI/Machine Learning Engineer,Blink TP,"Albany, NY",11/29/2023,Data Scientist,DS
Forecasting and Planning Data Model Scientist,Siemens Energy,"Orlando, FL",11/28/2023,Data Scientist,DS
Data Scientist,iOLAP,"Frisco, TX",11/03/2023,Data Scientist,DS
Data Scientist II,Leprino Foods,"Denver, CO",11/09/2023,Data Scientist,DS
Data Integration Engineer (REMOTE),Sears Home Services,Remote,11/21/2023,Data Scientist,DS
"Research Scientist, Machine Learning / AI",Basis,Remote,11/24/2023,Data Scientist,DS
Data Scientist,COEADAPT INC.,Remote,11/03/2023,Data Scientist,DS
Staff Data Scientist,Devoted Health,Remote,11/06/2023,Data Scientist,DS
Data Scientist,Parative,Remote,11/16/2023,Data Scientist,DS
Data Scientist,Core Digital Media,"Los Angeles, CA",11/20/2023,Data Scientist,DS
Senior Data Scientist,Cisco Meraki,"San Francisco, CA",11/14/2023,Data Scientist,DS
Data Scientist,TriNet,Remote,10/31/2023,Data Scientist,DS
Data Scientist,Abbott Laboratories,"Pleasanton, CA",11/27/2023,Data Scientist,DS
Data Scientist,"CORE SPACES, LLC","Chicago, IL",10/26/2023,Data Scientist,DS
Data Scientist,Tekrek Solutions Inc,Remote,11/03/2023,Data Scientist,DS
Data Scientist,Quick Services LLC,"Hurlburt Field, FL",11/28/2023,Data Scientist,DS
Senior Data Scientist,DICK'S Sporting Goods,"Sanford, FL",11/09/2023,Data Scientist,DS
Senior Data Scientist,Chubb,"Jersey City, NJ",11/28/2023,Data Scientist,DS
Data Scientist - Machine Learning/AI,Kaizen Analytix,Remote,11/07/2023,Data Scientist,DS
"Senior Data Analyst, Data Analytics",Cardinal Health,United States,11/17/2023,Data Scientist,DS
AI Engineer,Hire Force Global,"Dallas, NC",11/27/2023,Data Scientist,DS
Lead Data Scientist,"Cirkul, Inc.","Boston, MA",11/29/2023,Data Scientist,DS
Data Scientist,Penske Truck Leasing and Logistics,"Reading, PA",11/27/2023,Data Scientist,DS
Sr. Data Modeler/Data Analyst,Techhive consulting llc,Remote,11/22/2023,Data Scientist,DS
Senior Clinical Informatics Data Scientist,Truveta,"Seattle, WA",10/18/2023,Data Scientist,DS
Data Scientist,NS2 Mission,"McLean, VA",11/21/2023,Data Scientist,DS
Data Science Returnship (2024),Recursion,"Salt Lake City, UT",11/20/2023,Data Scientist,DS
Data Scientist,SYSRS IT SERVICES LLC,"Columbia, MD",11/22/2023,Data Scientist,DS
"Senior Consultant, Data Strategy",Publicis Sapient,"New York, NY",11/28/2023,Data Scientist,DS
Data Scientist - Revenue Cycle - Avondale,UAB Medicine - UA Health Services Foundation (UAHSF),"Birmingham, AL",11/22/2023,Data Scientist,DS
Data Scientist with Power BI Experience,Blue Water Thinking,"Washington, DC",11/28/2023,Data Scientist,DS
Senior Data Scientist,Sbase Technologies,"Seattle, WA",11/27/2023,Data Scientist,DS
Junior Data Scientist,Prescient Edge Federal,"Washington, DC",11/11/2023,Data Scientist,DS
Data Scientist,AtlasIED,"Louisville, KY",10/17/2023,Data Scientist,DS
PDC JUNIOR DATA SCIENTIST – ID# 223758,Research Corporation of the University of Hawaii,"Kīhei, HI",11/09/2023,Data Scientist,DS
Data Scientist,Techsara solutions Inc,"Tampa, FL",11/15/2023,Data Scientist,DS
Data Analyst (seeking Data Scientist Role),Tech Consulting,"Atlanta, GA",11/20/2023,Data Scientist,DS
"Machine Learning Data Labeling, Amazon",Amazon.com Services LLC,"Seattle, WA",11/07/2023,Data Scientist,DS
Data Scientist,FanThreeSixty,"Leawood, KS",10/24/2023,Data Scientist,DS
Principal Data Scientist,Ancestry,"Lehi, UT",11/13/2023,Data Scientist,DS
Senior Data Scientist,Solera,Remote,10/27/2023,Data Scientist,DS
Senior Data Scientist,TriNet,Remote,10/31/2023,Data Scientist,DS
Data Scientist II,Boston Scientific Corporation,"Arden Hills, MN",11/21/2023,Data Scientist,DS
Data Scientist,Mayvue,"Pittsburgh, PA",11/06/2023,Data Scientist,DS
Renewables Data Science Graduate (SWE),"Wood Group Pratt & Whitney Industrial Turbine Services, LLC","Austin, TX",11/28/2023,Data Scientist,DS
"Sr. Applied Scientist, Computer Vision",SafelyYou,Remote,11/28/2023,Data Scientist,DS
Senior Data Scientist Lead ( with Telecom Exp),Advance knowledge LLC,"Florham Park, NJ",11/29/2023,Data Scientist,DS
Data Scientist Consultant (Remote),DataKind,"New York, NY",11/17/2023,Data Scientist,DS
Data Scientist,Veterans United Home Loans,"Columbia, MO",11/22/2023,Data Scientist,DS
Senior Data Scientist,Edgio,United States,11/28/2023,Data Scientist,DS
Data Scientist,Analytica,Remote,10/16/2023,Data Scientist,DS
Senior Data Scientist,Resilinc,Remote,11/21/2023,Data Scientist,DS
Data Scientist,MIT,"Cambridge, MA",11/01/2023,Data Scientist,DS
Technology Specialist - Data & AI,Microsoft,"Seattle, WA",11/15/2023,Data Scientist,DS
Data Scientist II - Workforce Surveys and Ana,GovStrive LLC,"Atlanta, GA",10/18/2023,Data Scientist,DS
Chief Data Scientist,Parts iD LLC,Remote,10/21/2023,Data Scientist,DS
Sr. Data Scientist,Altak Group,Remote,11/18/2023,Data Scientist,DS
Data Scientist,"ACUITY, A Mutual Insurance Company","Sheboygan, WI",11/08/2023,Data Scientist,DS
Senior Data Analyst,ServiceNow,"San Diego, CA",11/22/2023,Data Scientist,DS
"Data Scientist, Fraud Risk",Plooto,United States,10/24/2023,Data Scientist,DS
Data Scientist - Independent Contractor,Hire Heroes USA,Remote,11/21/2023,Data Scientist,DS
Data Scientist,Integra Connect solutions,Remote,11/09/2023,Data Scientist,DS
Data Scientist,"Perry Homes, LLC","Houston, TX",11/10/2023,Data Scientist,DS
Sr. Data Scientist,Digital Biology,"Watertown, MA",11/14/2023,Data Scientist,DS
Data Scientist,Cint,"New York, NY",11/01/2023,Data Scientist,DS
"VP, Digital & Data Transformation",Greif,Remote,11/09/2023,Data Scientist,DS
"Data Scientist, ML Platform",CVS Health,"New York, NY",11/28/2023,Data Scientist,DS
Senior Data Scientist,Fisker Inc,"Manhattan Beach, CA",10/26/2023,Data Scientist,DS
Data Scientist – Learning Analytics,MIT,"Cambridge, MA",10/18/2023,Data Scientist,DS
Data Scientist,The University of Pittsburgh,"Pittsburgh, PA",11/16/2023,Data Scientist,DS
Data Engineer/Computer Scientist (Public Trust Clearance),Aperia Solutions,Remote,11/21/2023,Data Scientist,DS
Experienced Data Scientist - Credit,Plaid,"San Francisco, CA",11/21/2023,Data Scientist,DS
Senior Data Analyst,OneMagnify,"Dearborn, MI",11/29/2023,Data Scientist,DS
AWS Data Engineer - Remote,"Perficient, Inc",Missouri,11/28/2023,Data Scientist,DS
"Data Scientist, GBG Data Science",Meta,"New York, NY",11/29/2023,Data Scientist,DS
Remote Sensing Data Scientist,KBR,"Sioux Falls, SD",11/22/2023,Data Scientist,DS
Data Scientist,Kaiva Tech,"Washington, DC",11/21/2023,Data Scientist,DS
Data Scientist and Visualization Specialist,"Digital Infuzion, Inc",Maryland,11/27/2023,Data Scientist,DS
Digitalents Graduate Program - Data Scientist,Sanofi,"Bridgewater, NJ",11/27/2023,Data Scientist,DS
Data Scientist,Wizeline,Remote,10/18/2023,Data Scientist,DS
Senior Data Analyst,ReadyRefresh,"Stamford, CT",11/07/2023,Data Scientist,DS
PSQL - Data Scientist,Capgemini,"Tampa, FL",11/22/2023,Data Scientist,DS
Data Scientist,"Spalding Consulting, Inc.","Havelock, NC",11/28/2023,Data Scientist,DS
Data Mining,Heitman Analytics,"Eugene, OR",11/27/2023,Data Scientist,DS
Machine Learning Operations Engineer / Data Scientist,National Security Agency,"Fort Meade, MD",11/06/2023,Data Scientist,DS
AI Architect #23-00118,Abode Techzone LLC,Remote,11/22/2023,Data Scientist,DS
Senior Data Analyst,Rhino New York,Remote,11/01/2023,Data Scientist,DS
Expert Data Scientist,ANSER,"Washington, DC",11/15/2023,Data Scientist,DS
"Manager, Cloud Data Engineer",Hilton,"Memphis, TN",11/29/2023,Data Scientist,DS
DATA SCIENTIST,"Data and Analytic Solutions, Inc. (DAS)","Fairfax, VA",11/15/2023,Data Scientist,DS
Data Scientist,MantraSys,"Atlanta, GA",11/15/2023,Data Scientist,DS
Data Science,Pueo Business Solutions,"Quantico, VA",11/02/2023,Data Scientist,DS
Senior Healthcare Data Analyst,Sentara Healthcare,"Virginia Beach, VA",11/23/2023,Data Scientist,DS
Data Scientist,Tek Ninjas,Texas,10/31/2023,Data Scientist,DS
Very Senior Data Scientist AI/LLM,chenoa inc,Remote,10/30/2023,Data Scientist,DS
Senior Data Scientist AI & Machine Learning - Manufacturing Systems,PepsiCo,"Valhalla, NY",11/21/2023,Data Scientist,DS
Data Scientist Positions,Princeton University,"Princeton, NJ",11/28/2023,Data Scientist,DS
Data Scientist / Senior Data Scientist,"Diagnose Early Holdings, Inc.","Menlo Park, CA",11/29/2023,Data Scientist,DS
Senior Data Scientist,"Comcentia, LLC",Remote,11/29/2023,Data Scientist,DS
Intermediate Data Scientist,The MITRE Corporation,"Bedford, MA",11/29/2023,Data Scientist,DS
Data Scientist,Parsons,Remote,11/29/2023,Data Scientist,DS
Quality Data Review Scientist,Piney Technical Services,"Lenexa, KS",11/28/2023,Data Scientist,DS
